id,creator_id,updater_id,original_id,institution_id,country_id,creation_date,update_date,filename,file_size,width,height,dating,name,street,postcode,locality,area,addition,expanded_name,material,technique,technique_author,format,literature,page,figure,table,isbn,comment,rights,museris_url,museris_cote,visibility,image_validator_id,data_validator_id,image_validation_date,data_validation_date,owner_id,document_type_id,domain_id,precision,technique_date,object_reference,production_place,from,to,site,document_size,url,url_description,code,location,plain_name,legacy_id
55169488,,3321,,,15,2007-11-26 15:28:00,2019-11-19 17:12:38,tiresias-28011.jpg,0,2654,1929,,"Rome (Latium), <em>Via Appia</em>",,,Rome,,,"Rome (Latium), <em>Via Appia</em>. Tombeau de Cecilia (Caecilia) Metella. Posé sur un soubassement carré, le monument à une forme circulaire de 29,50 mètres de diamètre, équivalent à cent pieds romains, et de 11 mètres de haut. Le sommet du tombeau devait être constituer d'un cône de terre haut de 7 mètres, disparu à l'époque moderne : c'est pour cette raison que le mausolée est qualifié de tombeau à <em>tumulus</em>, forme qui se retrouve sur le Mausolée d'Auguste, de la même période. Les créneaux visibles au sommet datent d'une fortification au Moyen Âge.<br>
l possédait un revêtement en grand appareil de travertin lisse, qui a été en partie arraché. Au sommet du cylindre se trouve une frise avec des bucranes reliés par des guirlandes de feuillage, similaire à la frise de l'<em>Ara Pacis</em> La frise s'interrompt par des trophées d'armes, à la hauteur de l'épitaphe, qui indique le destinataire du tombeau, en l'occurrence Cecilia Metella. L'inscription <em>Caeciliae</em> / <em>Q</em>(<em>uinti</em>) <em>Cretici f</em>(<em>iliae</em>) / <em>Metellae Crassi</em> indique qu'elle est la fille de Quintus Caecilius Creticus et probablement la femme de Licinius Crassus, fils du célèbre Crassus, triumvir aux côtés de Jules César et de Pompée. Seconde moitié du 1er siècle av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Environs de Rome,,,,,,,,,public,,,,,,90,104,,,"<i>CIL</I> VI, 1274",,-50,-1,tiresias,,,,IAS-COL-28011,,,28011
55169500,,3321,,,15,2007-11-26 15:28:01,2019-11-19 17:12:38,tiresias-28023.jpg,0,2694,1935,,"Tivoli (Latium), <em>Villa Hadriana </em> avec temple de Vénus clairement visible",,,Tivoli,,,"Tivoli (Latium), <em>Villa Hadriana </em> avec temple de Vénus clairement visible.",,,"Paul Collart, IASA-UNIL",,Album: Environs de Rome,,,,,,,,,public,,,,,,90,91,building,,,,,,tiresias,,,,IAS-COL-28023,POINT(12.774736 41.94462),,28023
55169501,,3321,,,15,2007-11-26 15:28:01,2019-11-19 17:12:38,tiresias-28024.jpg,0,2670,1938,,"Tivoli (Latium), <em>Villa Hadriana</em>",,,Tivoli,,,"Tivoli (Latium), <em>Villa Hadriana</em>. Temple de Vénus appelé ""Nymphée""; détail. Ce complexe a tout d'abord été appelé Nymphée, puisqu'il avait été identifié comme une fontaine monumentale. Plus tard, en 1958 à la suite de fouilles très soignées, la découverte d'une copie fidèle de la célèbre Aphrodite de Cnide de Praxitèle, permit de comprendre qu'il s'agissait d'un temple. En effet, la construction reproduit la structure circulaire du <em>sacellum</em> élevé en l'honneur de Vénus dans son  sanctuaire de l'île de Cnide. Comme à Cnide, au centre reposait la réplique de l'original grec de la statue d'Aphrodite. Les quatre colonnes et l'entablement sont des reconstitutions récentes à partir des marbres et des éléments architectoniques mis au jour au cour des fouilles. Le colonnes doriques soutiennent un entablement orné de frises décorées de métopes et de triglyphes.",,,"Paul Collart, IASA-UNIL",,Album: Environs de Rome,,,,,,,,,public,,,,,,90,91,building,,,,,,tiresias,,,,IAS-COL-28024,POINT(12.774736 41.94462),,28024
55169502,,3321,,,15,2007-11-26 15:28:01,2019-11-19 17:12:38,tiresias-28025.jpg,0,2676,1932,,"Tivoli (Latium), <em>Villa Hadriana</em>",,,Tivoli,,,"Tivoli (Latium), <em>Villa Hadriana</em>. Temple de Vénus appelé ""Nymphée""; détail. Ce complexe a tout d'abord été appelé Nymphée, puisqu'il avait été identifié comme une fontaine monumentale. Plus tard, en 1958 à la suite de fouilles très soignées, la découverte d'une copie fidèle de la célèbre Aphrodite de Cnide de Praxitèle, permit de comprendre qu'il s'agissait d'un temple. En effet, la construction reproduit la structure circulaire du <em>sacellum</em> élevé en l'honneur de Vénus dans son  sanctuaire de l'île de Cnide. Comme à Cnide, au centre reposait la réplique de l'original grec de la statue d'Aphrodite. Les quatre colonnes et l'entablement sont des reconstitutions récentes à partir des marbres et des éléments architectoniques mis au jour au cour des fouilles. Le colonnes doriques soutiennent un entablement orné de frises décorées de métopes et de triglyphes.",,,"Paul Collart, IASA-UNIL",,Album: Environs de Rome,,,,,,,,,public,,,,,,90,91,building,,,,,,tiresias,,,,IAS-COL-28025,POINT(12.774736 41.94462),,28025
55169517,,3321,,,15,2007-11-26 15:28:01,2019-11-19 17:12:38,tiresias-28040.jpg,0,2688,1932,,"Tivoli (Latium), <em>Villa Hadriana</em>, théâtre maritime",,,Tivoli,,,"Tivoli (Latium), <em>Villa Hadriana</em>, théâtre maritime. Portique circulaire à colonnes ioniques couvert par une voûte en berceau. En son centre se trouve une île où se dresse un édifice destiné à offrir un espace d’isolement et de recueillement. Un canal délimite l'île du reste de la <em>villa</em>. 118-138 ap. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Environs de Rome,,,,,,,,,public,,,,,,90,80,building,,,,118,138,tiresias,,,,IAS-COL-28040,POINT(12.775789 41.942355),,28040
55169518,,3321,,,15,2007-11-26 15:28:01,2019-11-19 17:12:38,tiresias-28041.jpg,0,2671,1922,,"Tivoli (Latium), <em>Villa Hadriana</em>, théâtre maritime",,,Tivoli,,,"Tivoli (Latium), <em>Villa Hadriana</em>, théâtre maritime. Portique circulaire à colonnes ioniques couvert par une voûte en berceau. En son centre se trouve une île où se dresse un édifice destiné à offrir un espace d’isolement et de recueillement. Un canal délimite l'île du reste de la <em>villa</em>. 118-138 ap. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Environs de Rome,,,,,,,,,public,,,,,,90,80,building,,,,118,138,tiresias,,,,IAS-COL-28041,POINT(12.775789 41.942355),,28041
55169751,,3321,,,15,2007-11-26 15:28:02,2019-11-19 17:12:38,tiresias-28274.jpg,0,2679,1944,,"Agrigente (Sicile), Temple d’Asclépios",,,Agrigente,,,"Agrigente (Sicile), Temple d’Asclépios.",,,"Paul Collart, IASA-UNIL",,Album: Sicile,,,,,,,,,public,,,,,,90,,,,,,,,tiresias,,,,IAS-COL-28274,,,28274
55169868,,3321,,,15,2007-11-26 15:28:03,2019-11-19 17:12:38,tiresias-28391.jpg,0,2682,1923,,Vérone/<em>Verona</em> (Vénétie),,,Vérone/Verona,,,"Vérone/<em>Verona</em> (Vénétie). Intérieur de l'amphithéâtre, dit <em>Arena</em>. Le bâtiment romain donnant sur la Piazza Bra est l'un des amphithéâtres les mieux conservés et le plus grand dans le monde romain. Il abrite maintenant toutes sortes d'événements. Il a un plan elliptique d'environ 152 x 123 m et seul une partie de l'anneau extérieur est encore conservée . Il devait accueillir environ 30'000 spectateurs. Sous le règne de Gallien, il a été incorporé à l'enceinte de la ville. Première moitié du 1er siècle ap. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Venise,,,,,,,,,public,,,,,,90,58,building,,,,1,50,tiresias,,,,IAS-COL-28391,POINT(10.994344 45.43898),,28391
55169869,,3321,,,15,2007-11-26 15:28:03,2019-11-19 17:12:38,tiresias-28392.jpg,0,2667,1925,,Vérone/Verona (Vénétie),,,Vérone/Verona,,,"Vérone/Verona (Vénétie). Vue sur la ville depuis l'amphithéâtre, dit Arena. Le bâtiment romain donnant sur la Piazza Bra est l'un des amphithéâtres les mieux conservés et le plus grand dans le monde romain. Il abrite maintenant toutes sortes d'événements. Il a un plan elliptique d'environ 152 x 123 m et seul une partie de l'anneau extérieur est encore conservée . Il devait accueillir environ 30'000 spectateurs. Sous le règne de Gallien, il a été incorporé à l'enceinte de la ville. Première moitié du 1er siècle ap. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Venise,,,,,,,,,public,,,,,,90,58,building,,,,1,50,tiresias,,,,IAS-COL-28392,POINT(10.994344 45.43898),,28392
55169870,,3321,,,15,2007-11-26 15:28:03,2019-11-19 17:12:38,tiresias-28393.jpg,0,2673,1923,,Vérone/<em>Verona</em> (Vénétie),,,Vérone/Verona,,,"Vérone/<em>Verona</em> (Vénétie). Intérieur de l'amphithéâtre, dit <em>Arena</em>. Le bâtiment romain donnant sur la Piazza Bra est l'un des amphithéâtres les mieux conservés et le plus grand dans le monde romain. Il abrite maintenant toutes sortes d'événements. Il a un plan elliptique d'environ 152 x 123 m et seul une partie de l'anneau extérieur est encore conservée . Il devait accueillir environ 30'000 spectateurs. Sous le règne de Gallien, il a été incorporé à l'enceinte de la ville. Première moitié du 1er siècle ap. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Venise,,,,,,,,,public,,,,,,90,58,building,,,,1,50,tiresias,,,,IAS-COL-28393,POINT(10.994344 45.43898),,28393
55169875,,3321,,,15,2007-11-26 15:28:03,2019-11-19 17:12:38,tiresias-28398.jpg,0,2499,1864,,Vérone/<em>Verona</em> (Vénétie),,,Vérone/Verona,,,"Vérone/<em>Verona</em> (Vénétie). Intérieur de l'amphithéâtre, dit <em>Arena</em>. Le bâtiment romain donnant sur la Piazza Bra est l'un des amphithéâtres les mieux conservés et le plus grand dans le monde romain. Il abrite maintenant toutes sortes d'événements. Il a un plan elliptique d'environ 152 x 123 m et seul une partie de l'anneau extérieur est encore conservée . Il devait accueillir environ 30'000 spectateurs. Sous le règne de Gallien, il a été incorporé à l'enceinte de la ville. Première moitié du 1er siècle ap. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Venise,,,,,,,,,public,,,,,,90,58,building,,,,1,50,tiresias,,,,IAS-COL-28398,POINT(10.994344 45.43898),,28398
55169876,,3321,,,15,2007-11-26 15:28:03,2019-11-19 17:12:38,tiresias-28399.jpg,0,2523,1808,,Vérone/<em>Verona</em> (Vénétie),,,Vérone/Verona,,,"Vérone/<em>Verona</em> (Vénétie). Intérieur de l'amphithéâtre, dit <em>Arena</em>. Le bâtiment romain donnant sur la Piazza Bra est l'un des amphithéâtres les mieux conservés et le plus grand dans le monde romain. Il abrite maintenant toutes sortes d'événements. Il a un plan elliptique d'environ 152 x 123 m et seul une partie de l'anneau extérieur est encore conservée . Il devait accueillir environ 30'000 spectateurs. Sous le règne de Gallien, il a été incorporé à l'enceinte de la ville. Première moitié du 1er siècle ap. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Venise,,,,,,,,,public,,,,,,90,58,building,,,,1,50,tiresias,,,,IAS-COL-28399,POINT(10.994344 45.43898),,28399
55169877,,3321,,,15,2007-11-26 15:28:03,2019-11-19 17:12:38,tiresias-28400.jpg,0,2619,1919,,Vérone/<em>Verona</em> (Vénétie),,,Vérone/Verona,,,"Vérone/<em>Verona</em> (Vénétie). Porta Borsari. Deux arches et deux niveaux d'ouvertures à arcades. Autrefois, entrée principale de la ville fortifiée et lieu d'arrivée de la <em>via Postumia</em> (voie romaine).",,,"Paul Collart, IASA-UNIL",,Album: Venise,,,,,,,,,public,,,,,,90,83,building,,,,,,tiresias,,,,IAS-COL-28400,POINT(10.993435 45.441939),,28400
55170105,,3321,,,232,2007-11-26 15:28:05,2019-11-19 17:12:38,tiresias-28628.jpg,0,2388,1854,,Carthage. Amphithéâtre,,,Carthage,,,"Carthage. Amphithéâtre. Construction à la fin du 1er siècle ou au début du 2e siècle ap. J.-C. Une inscription atteste qu'il est en fonction en 133-139 ap. J.-C. Il est agrandi au 3e siècle ap. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Tunisie II,,,,,,,,,public,,,,,,90,58,building,,,,80,120,tiresias,,,,IAS-COL-28628,POINT(10.314995 36.856088),,28628
55170365,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28888.jpg,0,2381,1839,,Philae (Haute-Egypte),,,Philae,,,"Philae (Haute-Egypte). Premier pylône du temple d'Isis et kiosque de Trajan inondé par le Nil.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,113,site,,,,,,tiresias,,,,IAS-COL-28888,POINT(32.884375 24.025161),,28888
55170367,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28890.jpg,0,2373,1859,,Philae (Haute-Egypte),,,Philae,,,"Philae (Haute-Egypte). Kiosque de Trajan. Période romaine, vers 100 ap. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,1226,building,,,,100,117,tiresias,,,,IAS-COL-28890,POINT(32.88461 24.02504),,28890
55170368,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28891.jpg,0,2373,1848,,Philae (Haute-Egypte),,,Philae,,,"Philae (Haute-Egypte). Kiosque de Trajan. Période romaine, vers 100 ap. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,1226,building,,,,100,117,tiresias,,,,IAS-COL-28891,POINT(32.88461 24.02504),,28891
55170397,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28920.jpg,0,2383,1844,,Edfou (Haute-Egypte),,,Edfou,,,"Edfou (Haute-Egypte). Pylône du temple d'Horus. Période ptolémaïque, vers 237-57 av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,1222,building,,,,-237,-57,tiresias,,,,IAS-COL-28920,POINT(32.873471 24.977453),,28920
55170398,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28921.jpg,0,2382,1860,,Edfou (Haute-Egypte),,,Edfou,,,"Edfou (Haute-Egypte). <em>Pronaos</em> du temple d'Horus. Période ptolémaïque, vers 237-57 av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,1213,building,,,,-237,-57,tiresias,,,,IAS-COL-28921,POINT(32.873496 24.978033),,28921
55170399,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28922.jpg,0,2375,1848,,Edfou (Haute-Egypte),,,Edfou,,,"Edfou (Haute-Egypte). <em>Pronaos</em> du temple d'Horus. Période ptolémaïque, vers 237-57 av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,1213,building,,,,-237,-57,tiresias,,,,IAS-COL-28922,POINT(32.873496 24.978033),,28922
55170400,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28923.jpg,0,2375,1851,,"Edfou (Haute-Egypte), temple d'Horus",,,Edfou,,,"Edfou (Haute-Egypte), temple d'Horus. Cour à péristyle et statue d'Horus devant le <em>pronaos</em>. La construction du temple est initiée par Ptolémée III Evergète Ier en 237 av. J.-C. Il sera achevé en 57 av. J.-C.<br>",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,749,building,,,,-237,-57,tiresias,,,,IAS-COL-28923,POINT(32.873464 24.977717),,28923
55170401,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28924.jpg,0,1859,2385,,"Edfou (Haute-Egypte), temple d'Horus",,,Edfou,,,"Edfou (Haute-Egypte), temple d'Horus. Statue d'Horus. Epoque ptolémaïque, 237-57 av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,390,building,,,,-237,-57,tiresias,,,,IAS-COL-28924,POINT(32.873464 24.977717),,28924
55170402,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28925.jpg,0,1851,2375,,"Edfou (Haute-Egypte), temple d'Horus",,,Edfou,,,"Edfou (Haute-Egypte), temple d'Horus. Statue d'Horus devant le <em>pronaos</em>. Epoque ptolémaïque, 237-57 av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,390,building,,,,-237,-57,tiresias,,,,IAS-COL-28925,POINT(32.873464 24.977717),,28925
55170403,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28926.jpg,0,2379,1848,,Edfou (Haute-Egypte),,,Edfou,,,"Edfou (Haute-Egypte). <em>Pronaos</em> du temple d'Horus. Période ptolémaïque, vers 237-57 av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,1213,building,,,,-237,-57,tiresias,,,,IAS-COL-28926,POINT(32.873496 24.978033),,28926
55170404,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28927.jpg,0,1857,2376,,Edfou (Haute-Egypte),,,Edfou,,,"Edfou (Haute-Egypte). Pylône du temple d'Horus. Période ptolémaïque, vers 237-57 av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,1222,building,,,,-237,-57,tiresias,,,,IAS-COL-28927,POINT(32.873471 24.977453),,28927
55170405,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28928.jpg,0,1847,2385,,Edfou (Haute-Egypte),,,Edfou,,,"Edfou (Haute-Egypte). Cour à péristyle vue depuis le <em>pronaos</em> du temple d'Horus. Pylône en arrière-plan. Période ptolémaïque, vers 237-57 av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,749,building,,,,-237,-57,tiresias,,,,IAS-COL-28928,POINT(32.873496 24.978033),,28928
55170406,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28929.jpg,0,1853,2382,,Edfou (Haute-Egypte),,,Edfou,,,"Edfou (Haute-Egypte). Péribole du temple d'Horus avec gardien du site. Période ptolémaïque, vers 271-57 av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,1223,building,,,,-271,-57,tiresias,,,,IAS-COL-28929,POINT(32.87366 24.978336),,28929
55170407,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28930.jpg,0,2385,1863,,"Edfou (Haute-Egypte), temple d'Horus",,,Edfou,,,"Edfou (Haute-Egypte), temple d'Horus. Bas-relief figurant les divinités de nomes. La base des murs des temples égyptiens forme une plinthe ornée, dès l'Ancien Empire, de longues processions de personnages bisexués ou exclusivement féminins - qui représentent les nomes et les villes d'Egypte. Ils apportent aux dieux les offrandes que constituent les dons du Nil - eau, plantes et toutes sortes d'animaux - qui forment les fondement matériels de l'existence et de l'ordre du monde. Période ptolémaïque, vers 271-57 av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,523,building,1928-1940,,,-271,-57,tiresias,,,,IAS-COL-28930,POINT(32.873497 24.97833),,28930
55170408,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28931.jpg,0,2376,1863,,"Edfou (Haute-Egypte), temple d'Horus",,,Edfou,,,"Edfou (Haute-Egypte), temple d'Horus. Bas-relief figurant les divinités de nomes. La base des murs des temples égyptiens forme une plinthe ornée, dès l'Ancien Empire, de longues processions de personnages bisexués ou exclusivement féminins - qui représentent les nomes et les villes d'Egypte. Ils apportent aux dieux les offrandes que constituent les dons du Nil - eau, plantes et toutes sortes d'animaux - qui forment les fondement matériels de l'existence et de l'ordre du monde. Période ptolémaïque, vers 271-57 av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,523,building,1928-1940,,,-271,-57,tiresias,,,,IAS-COL-28931,POINT(32.873497 24.97833),,28931
55170409,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28932.jpg,0,1854,2382,,"Edfou (Haute-Egypte), temple d'Horus",,,Edfou,,,"Edfou (Haute-Egypte), temple d'Horus. Bas-relief figurant le dieu Thot. Période ptolémaïque, vers 271-57 av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,523,building,1928-1940,,,-271,-57,tiresias,,,,IAS-COL-28932,POINT(32.873497 24.97833),,28932
55170410,,3321,,,90,2007-11-26 15:28:07,2019-11-19 17:12:38,tiresias-28933.jpg,0,1863,2379,,"Edfou (Haute-Egypte), temple d'Horus",,,Edfou,,,"Edfou (Haute-Egypte), temple d'Horus. Bas-relief figurant le dieu-Nil. Période ptolémaïque, vers 271-57 av. J.-C.",,,"Paul Collart, IASA-UNIL",,Album: Egypte III,,,,,,,,,public,,,,,,90,523,building,,,,-271,-57,tiresias,,,,IAS-COL-28933,POINT(32.873497 24.97833),,28933
